ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
196,317,1,2013-09-20,29,569,100048,500048,700016,452,1,0
197,325,1,2013-04-07,29,570,100050,500050,700017,467,1,0
198,327,1,2013-10-25,29,570,100050,500050,700017,469,1,0
199,328,1,2013-04-19,29,570,100051,500051,700017,470,1,0
200,328,1,2013-04-19,29,570,100051,500051,700017,471,1,0
201,330,1,2013-02-15,29,570,100050,500050,700017,474,1,0
202,330,1,2013-02-15,29,570,100050,500050,700017,475,1,0
203,332,1,2013-04-10,29,570,100049,500049,700017,478,1,0
204,336,1,2013-06-03,29,570,100050,500050,700017,483,1,0
205,340,1,2013-01-06,29,570,100051,500051,700017,490,1,0
206,340,1,2013-01-06,29,570,100051,500051,700017,491,1,0
207,340,1,2013-01-06,29,570,100051,500051,700017,492,1,0
208,343,1,2013-04-23,29,582,100052,500052,700018,496,1,0
209,343,1,2013-04-23,29,582,100052,500052,700018,497,1,0
210,344,1,2013-11-18,29,582,100054,500054,700018,498,1,0
211,351,1,2013-09-27,29,582,100052,500052,700018,507,1,0
212,352,1,2013-06-13,29,582,100053,500053,700018,508,1,0
213,355,1,2013-01-04,29,582,100054,500054,700018,512,1,0
214,357,1,2013-11-10,29,582,100053,500053,700018,514,1,0
215,359,1,2013-05-16,29,582,100053,500053,700018,518,1,0
216,360,1,2013-10-22,29,582,100052,500052,700018,519,1,0
217,362,1,2013-06-26,29,574,100056,500056,700019,521,1,0
218,364,1,2013-12-13,29,574,100055,500055,700019,524,1,0
219,364,1,2013-12-13,29,574,100055,500055,700019,525,1,0
220,364,1,2013-12-13,29,574,100055,500055,700019,526,1,0
221,368,1,2013-10-16,29,574,100057,500057,700019,531,1,0
222,375,1,2013-05-02,29,574,100056,500056,700019,538,1,0
223,375,1,2013-05-02,29,574,100056,500056,700019,539,1,0
224,379,1,2013-03-13,29,574,100056,500056,700019,545,1,0
225,380,1,2013-08-22,29,574,100056,500056,700019,546,1,0
226,380,1,2013-08-22,29,574,100056,500056,700019,547,1,0
227,380,1,2013-08-22,29,574,100056,500056,700019,548,1,0
228,381,1,2013-01-13,29,581,100060,500060,700020,549,1,0
229,383,1,2013-06-24,29,581,100059,500059,700020,551,1,0
230,383,1,2013-06-24,29,581,100059,500059,700020,552,1,0
231,383,1,2013-06-24,29,581,100059,500059,700020,553,1,0
232,384,1,2013-05-24,29,581,100060,500060,700020,554,1,0
233,384,1,2013-05-24,29,581,100060,500060,700020,555,1,0
234,384,1,2013-05-24,29,581,100060,500060,700020,556,1,0
235,389,1,2013-04-24,29,581,100059,500059,700020,561,1,0
236,389,1,2013-04-24,29,581,100059,500059,700020,562,1,0
237,392,1,2013-01-04,29,581,100058,500058,700020,566,1,0
238,392,1,2013-01-04,29,581,100058,500058,700020,567,1,0
239,396,1,2013-07-03,29,581,100060,500060,700020,573,1,0
240,399,1,2013-07-27,29,581,100060,500060,700020,577,1,0
241,402,1,2013-01-05,29,583,100062,500062,700021,580,1,0
242,404,1,2013-01-24,29,583,100063,500063,700021,583,1,0
243,405,1,2013-06-03,29,583,100062,500062,700021,584,1,0
244,405,1,2013-06-03,29,583,100062,500062,700021,585,1,0
245,406,1,2013-01-25,29,583,100061,500061,700021,586,1,0
246,408,1,2013-12-24,29,583,100063,500063,700021,588,1,0
247,408,1,2013-12-24,29,583,100063,500063,700021,589,1,0
248,408,1,2013-12-24,29,583,100063,500063,700021,590,1,0
249,410,1,2013-07-10,29,583,100061,500061,700021,594,1,0
250,410,1,2013-07-10,29,583,100061,500061,700021,595,1,0
251,411,1,2013-07-07,29,583,100061,500061,700021,596,1,0
252,412,1,2013-07-22,29,583,100062,500062,700021,597,1,0
253,412,1,2013-07-22,29,583,100062,500062,700021,598,1,0
254,415,1,2013-05-03,29,583,100062,500062,700021,601,1,0
255,418,1,2013-04-09,29,583,100063,500063,700021,604,1,0
256,422,1,2013-07-09,29,575,100066,500066,700022,610,1,0
257,422,1,2013-07-09,29,575,100066,500066,700022,611,1,0
258,429,1,2013-08-28,29,575,100065,500065,700022,620,1,0
259,429,1,2013-08-28,29,575,100065,500065,700022,621,1,0
260,433,1,2013-10-04,29,575,100064,500064,700022,625,1,0
261,434,1,2013-08-12,29,575,100065,500065,700022,626,1,0
262,436,1,2013-06-05,29,575,100064,500064,700022,629,1,0
263,436,1,2013-06-05,29,575,100064,500064,700022,630,1,0
264,436,1,2013-06-05,29,575,100064,500064,700022,631,1,0
265,438,1,2013-02-01,29,575,100066,500066,700022,633,1,0
266,439,1,2013-11-15,29,575,100065,500065,700022,634,1,0
267,440,1,2013-07-13,29,575,100065,500065,700022,635,1,0
268,440,1,2013-07-13,29,575,100065,500065,700022,636,1,0
269,440,1,2013-07-13,29,575,100065,500065,700022,637,1,0
270,442,1,2013-01-13,29,572,100067,500067,700023,640,1,0
271,443,1,2013-09-19,29,572,100068,500068,700023,641,1,0
272,445,1,2013-09-07,29,572,100068,500068,700023,644,1,0
273,445,1,2013-09-07,29,572,100068,500068,700023,645,1,0
274,446,1,2013-01-08,29,572,100070,500070,700023,646,1,0
275,446,1,2013-01-08,29,572,100070,500070,700023,647,1,0
276,450,1,2013-12-09,29,572,100068,500068,700023,655,1,0
277,451,1,2013-07-10,29,572,100070,500070,700023,656,1,0
278,457,1,2013-01-19,29,572,100067,500067,700023,664,1,0
279,461,1,2013-01-14,29,572,100069,500069,700023,668,1,0
280,463,1,2013-11-16,29,572,100068,500068,700023,670,1,0
281,464,1,2013-08-27,29,572,100070,500070,700023,671,1,0
282,464,1,2013-08-27,29,572,100070,500070,700023,672,1,0
283,465,1,2013-01-10,29,572,100068,500068,700023,673,1,0
284,465,1,2013-01-10,29,572,100068,500068,700023,674,1,0
285,466,1,2013-09-13,29,572,100068,500068,700023,675,1,0
286,467,1,2013-12-04,29,572,100068,500068,700023,676,1,0
287,467,1,2013-12-04,29,572,100068,500068,700023,677,1,0
288,468,1,2013-10-28,29,572,100070,500070,700023,678,1,0
289,469,1,2013-08-24,29,572,100068,500068,700023,679,1,0
290,472,1,2013-09-14,29,572,100070,500070,700023,682,1,0
291,473,1,2013-04-11,29,572,100069,500069,700023,683,1,0
292,474,1,2013-01-07,29,572,100068,500068,700023,684,1,0
293,475,1,2013-09-19,29,572,100067,500067,700023,685,1,0
294,475,1,2013-09-19,29,572,100067,500067,700023,686,1,0
295,477,1,2013-05-23,29,572,100068,500068,700023,689,1,0
296,477,1,2013-05-23,29,572,100068,500068,700023,690,1,0
297,477,1,2013-05-23,29,572,100068,500068,700023,691,1,0
298,478,1,2013-01-19,29,572,100069,500069,700023,692,1,0
299,478,1,2013-01-19,29,572,100069,500069,700023,693,1,0
300,481,1,2013-12-17,29,572,100069,500069,700023,698,1,0
301,482,1,2013-01-07,29,572,100067,500067,700023,699,1,0
302,486,1,2013-08-19,29,572,100070,500070,700023,704,1,0
303,487,1,2013-10-25,29,572,100068,500068,700023,705,1,0
304,489,1,2013-11-24,29,572,100069,500069,700023,707,1,0
305,489,1,2013-11-24,29,572,100069,500069,700023,708,1,0
306,492,1,2013-09-12,29,572,100070,500070,700023,712,1,0
307,492,1,2013-09-12,29,572,100070,500070,700023,713,1,0
308,493,1,2013-08-12,29,572,100067,500067,700023,714,1,0
309,494,1,2013-09-04,29,572,100068,500068,700023,715,1,0
310,499,1,2013-01-25,29,572,100070,500070,700023,722,1,0
311,504,1,2013-03-17,29,576,100071,500071,700024,727,1,0
312,505,1,2013-03-19,29,576,100071,500071,700024,728,1,0
313,505,1,2013-03-19,29,576,100071,500071,700024,729,1,0
314,510,1,2013-11-10,29,576,100072,500072,700024,735,1,0
315,510,1,2013-11-10,29,576,100072,500072,700024,736,1,0
316,513,1,2013-06-27,29,576,100072,500072,700024,739,1,0
317,516,1,2013-12-23,29,576,100071,500071,700024,744,1,0
318,516,1,2013-12-23,29,576,100071,500071,700024,745,1,0
319,516,1,2013-12-23,29,576,100071,500071,700024,746,1,0
320,518,1,2013-04-25,29,576,100072,500072,700024,748,1,0
321,524,1,2013-10-07,29,578,100075,500075,700025,755,1,0
322,526,1,2013-08-28,29,578,100074,500074,700025,759,1,0
323,529,1,2013-12-05,29,578,100076,500076,700025,764,1,0
324,530,1,2013-02-02,29,578,100076,500076,700025,765,1,0
325,534,1,2013-10-27,29,578,100076,500076,700025,770,1,0
326,534,1,2013-10-27,29,578,100076,500076,700025,771,1,0
327,535,1,2013-01-12,29,578,100075,500075,700025,772,1,0
328,536,1,2013-12-15,29,578,100075,500075,700025,773,1,0
329,537,1,2013-02-11,29,578,100074,500074,700025,774,1,0
330,538,1,2013-06-01,29,578,100074,500074,700025,775,1,0
331,539,1,2013-06-18,29,578,100075,500075,700025,776,1,0
332,542,1,2013-12-06,29,571,100077,500077,700026,780,1,0
333,543,1,2013-03-28,29,571,100078,500078,700026,781,1,0
334,543,1,2013-03-28,29,571,100078,500078,700026,782,1,0
335,545,1,2013-08-01,29,571,100077,500077,700026,785,1,0
336,545,1,2013-08-01,29,571,100077,500077,700026,786,1,0
337,547,1,2013-04-10,29,571,100078,500078,700026,788,1,0
338,548,1,2013-01-02,29,571,100079,500079,700026,789,1,0
339,554,1,2013-01-28,29,571,100079,500079,700026,796,1,0
340,557,1,2013-06-07,29,571,100077,500077,700026,799,1,0
341,558,1,2013-06-15,29,571,100079,500079,700026,800,1,0
342,564,1,2013-02-01,29,584,100080,500080,700027,807,1,0
343,568,1,2013-02-19,29,584,100082,500082,700027,812,1,0
344,572,1,2013-06-21,29,584,100081,500081,700027,818,1,0
345,573,1,2013-02-17,29,584,100080,500080,700027,819,1,0
346,574,1,2013-08-11,29,584,100081,500081,700027,820,1,0
347,574,1,2013-08-11,29,584,100081,500081,700027,821,1,0
348,576,1,2013-06-05,29,584,100081,500081,700027,823,1,0
349,576,1,2013-06-05,29,584,100081,500081,700027,824,1,0
350,579,1,2013-01-07,29,584,100080,500080,700027,828,1,0
351,580,1,2013-06-09,29,584,100081,500081,700027,829,1,0
352,580,1,2013-06-09,29,584,100081,500081,700027,830,1,0
353,581,1,2013-01-21,29,584,100081,500081,700027,831,1,0
354,582,1,2013-01-02,29,573,100084,500084,700028,832,1,0
355,582,1,2013-01-02,29,573,100084,500084,700028,833,1,0
356,582,1,2013-01-02,29,573,100084,500084,700028,834,1,0
357,589,1,2013-01-13,29,573,100085,500085,700028,843,1,0
358,590,1,2013-07-04,29,573,100084,500084,700028,844,1,0
359,592,1,2013-03-05,29,573,100083,500083,700028,847,1,0
360,594,1,2013-04-05,29,573,100085,500085,700028,849,1,0
361,596,1,2013-08-20,29,573,100085,500085,700028,852,1,0
362,596,1,2013-08-20,29,573,100085,500085,700028,853,1,0
363,596,1,2013-08-20,29,573,100085,500085,700028,854,1,0
364,600,1,2013-12-09,29,573,100083,500083,700028,859,1,0
365,600,1,2013-12-09,29,573,100083,500083,700028,860,1,0
366,601,1,2013-07-07,29,573,100084,500084,700028,861,1,0
367,603,1,2013-12-10,29,577,100087,500087,700029,864,1,0
368,604,1,2013-06-09,29,577,100087,500087,700029,865,1,0
369,605,1,2013-07-09,29,577,100087,500087,700029,866,1,0
370,606,1,2013-02-03,29,577,100086,500086,700029,867,1,0
371,614,1,2013-03-22,29,577,100086,500086,700029,879,1,0
372,614,1,2013-03-22,29,577,100086,500086,700029,880,1,0
373,615,1,2013-01-14,29,577,100086,500086,700029,881,1,0
374,619,1,2013-08-04,29,577,100087,500087,700029,887,1,0
375,622,1,2013-10-07,29,557,100091,500091,700030,890,1,0
376,623,1,2013-10-19,29,557,100090,500090,700030,891,1,0
377,624,1,2013-01-03,29,557,100090,500090,700030,892,1,0
378,627,1,2013-11-20,29,557,100091,500091,700030,897,1,0
379,627,1,2013-11-20,29,557,100091,500091,700030,898,1,0
380,627,1,2013-11-20,29,557,100091,500091,700030,899,1,0
381,628,1,2013-07-07,29,557,100091,500091,700030,900,1,0
382,629,1,2013-11-12,29,557,100090,500090,700030,901,1,0
383,629,1,2013-11-12,29,557,100090,500090,700030,902,1,0
384,632,1,2013-09-19,29,557,100089,500089,700030,905,1,0
385,633,1,2013-06-13,29,557,100089,500089,700030,906,1,0
386,634,1,2013-01-22,29,557,100089,500089,700030,907,1,0
387,635,1,2013-04-20,29,557,100091,500091,700030,908,1,0
388,639,1,2013-03-01,29,557,100089,500089,700030,913,1,0
389,640,1,2013-10-04,29,557,100090,500090,700030,914,1,0
390,641,1,2013-05-19,29,557,100090,500090,700030,915,1,0
